Name,Description,Brain_MD_12,Brain_MD_61,Brain_MD_15,Brain_MD_57,Brain_MD_33,Brain_MD_64,Brain_MD_17,Brain_MD_62,Brain_MD_63,Brain_MD_32,Brain_MGlio_1,Brain_MGlio_2,Brain_MGlio_3,Brain_MGlio_4,Brain_MGlio_5,Brain_MGlio_6,Brain_MGlio_7,Brain_MGlio_8,Brain_MGlio_9,Brain_MGlio_10,Brain_Rhab_1,Brain_Rhab_2,Brain_Rhab_3,Brain_Rhab_4,Brain_Rhab_5,Brain_Rhab_6,Brain_Rhab_7,Brain_Rhab_8,Brain_Rhab_9,Brain_Rhab_10,Brain_Ncer_1,Brain_Ncer_2,Brain_Ncer_3,Brain_Ncer_4
X79353_at,Rab GDI alpha,0.000000 ,2998.078201 ,1994.605668 ,682.450265 ,700.858465 ,932.105412 ,0.000000 ,3679.404758 ,357.949072 ,4530.661358 ,6180.321080 ,6188.999896 ,8461.209633 ,4815.816135 ,8917.068093 ,9008.002360 ,5495.023781 ,3300.999953 ,9266.300872 ,7631.998547 ,2955.187999 ,5061.727908 ,3791.082759 ,3593.877677 ,4498.206269 ,1679.000000 ,2941.289743 ,3754.329811 ,1802.020138 ,4262.000000 ,3294.823538 ,12765.000000 ,15092.107043 ,14980.983731 
X79439_at,Notch 3 DNA sequence,0.000000 ,1447.169116 ,190.836671 ,591.862980 ,301.225252 ,1156.984362 ,411.373378 ,1034.416794 ,213.526382 ,764.577217 ,2539.820126 ,4839.999973 ,3638.793179 ,1730.442106 ,2039.253620 ,1209.475613 ,2075.849226 ,1071.999988 ,4038.617874 ,4929.999620 ,1197.093687 ,713.165167 ,131.531530 ,2702.913977 ,790.253203 ,483.000000 ,823.479882 ,490.947877 ,929.202234 ,1208.000000 ,1252.250471 ,4405.000000 ,4905.308870 ,5902.258551 
X79440_at,NADP+-dependent malic enzyme,18.947893 ,237.478434 ,216.567984 ,0.000000 ,0.000000 ,1691.970869 ,0.000000 ,0.000000 ,92.138500 ,193.757900 ,17.837847 ,0.000000 ,249.929048 ,0.000000 ,0.000000 ,0.000000 ,53.043625 ,0.000000 ,253.775588 ,50.999870 ,0.000000 ,0.000000 ,0.000000 ,43.978292 ,0.000000 ,934.000000 ,0.000000 ,98.135833 ,155.062252 ,0.000000 ,585.578961 ,273.000000 ,0.000000 ,0.000000 
X79483_at,ERK6 mRNA for extracellular signal regulated kinase,192.010090 ,0.000000 ,0.000000 ,0.000000 ,88.976119 ,287.361421 ,0.000000 ,0.000000 ,0.000000 ,8.619149 ,74.696601 ,0.000000 ,0.000000 ,491.441942 ,0.000000 ,0.000000 ,66.842529 ,0.000000 ,1491.864627 ,929.999954 ,310.849147 ,769.849669 ,0.000000 ,241.772277 ,455.422871 ,107.000000 ,0.000000 ,242.573017 ,21.831972 ,0.000000 ,607.488431 ,0.000000 ,469.704807 ,0.000000 
X79510_at,Protein-tyrosine-phosphatase D1,0.000000 ,227.007625 ,0.000000 ,35.235995 ,226.858376 ,223.552717 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,29.437906 ,128.823926 ,58.655769 ,0.000000 ,95.480064 ,375.999966 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,9.000000 ,0.000000 ,0.000000 ,0.000000 ,45.000000 ,394.822818 ,273.000000 ,0.000000 ,0.000000 
X79536_at,HNRPA1 Heterogeneous nuclear ribonucleoprotein A1,935.233531 ,605.653711 ,674.590361 ,1068.303830 ,1014.998321 ,779.906175 ,403.274161 ,191.175073 ,407.602687 ,456.978755 ,299.736564 ,332.999968 ,465.757409 ,645.121118 ,976.791500 ,662.489779 ,747.738509 ,444.999985 ,1025.552691 ,1564.999554 ,635.230391 ,3066.845061 ,4897.001554 ,778.257881 ,2824.872886 ,979.000000 ,1566.710988 ,1659.891941 ,1941.183852 ,777.000000 ,954.893574 ,1125.000000 ,602.134119 ,1595.617893 
X79568_at,BDP1 mRNA for protein-tyrosine-phosphatase,0.783254 ,0.686345 ,0.742425 ,0.715047 ,0.824727 ,0.609095 ,0.641957 ,0.133697 ,0.876764 ,0.630647 ,0.874379 ,1.000000 ,0.999926 ,0.760780 ,0.962032 ,0.864297 ,0.966868 ,1.000000 ,0.886756 ,1.000000 ,0.874832 ,0.952041 ,0.908422 ,0.963689 ,0.947804 ,1.000000 ,0.961401 ,0.969037 ,0.987623 ,1.000000 ,0.713406 ,1.000000 ,0.826891 ,0.980174 
X79780_at,YPT3 mRNA,38.779621 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,365.551835 ,0.000000 ,399.461029 ,117.890410 ,20.999994 ,340.953088 ,295.447883 ,344.787384 ,572.461200 ,500.871190 ,304.999997 ,301.783366 ,0.000000 ,512.179283 ,9.416255 ,0.000000 ,805.844463 ,893.714338 ,0.000000 ,293.385058 ,156.254509 ,134.107040 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,351.356514 
X79781_at,Ray mRNA,177.729207 ,235.445520 ,161.640697 ,253.111692 ,339.370618 ,71.057367 ,82.298466 ,162.500826 ,130.091353 ,97.579145 ,349.041412 ,436.999992 ,576.936780 ,437.415237 ,415.370200 ,574.377176 ,317.526050 ,152.999996 ,482.678246 ,520.999884 ,141.430709 ,563.784236 ,432.298085 ,389.794760 ,430.143036 ,479.000000 ,211.828011 ,386.390261 ,227.363160 ,712.000000 ,0.000000 ,0.000000 ,453.230234 ,57.961180 
X79865_at,Mrp17 mRNA,768.129095 ,492.688239 ,266.380833 ,347.986509 ,285.803073 ,536.535369 ,0.000000 ,0.000000 ,464.678450 ,0.000000 ,412.246260 ,20.999986 ,369.894151 ,174.791951 ,552.368327 ,535.739836 ,787.326415 ,721.999994 ,813.055380 ,1460.999805 ,1034.898054 ,1095.992952 ,1002.230348 ,1647.753449 ,1687.896534 ,196.000000 ,908.460546 ,281.447640 ,694.190870 ,446.000000 ,1323.625875 ,0.000000 ,1388.916604 ,618.472113 
X79882_at,Lrp mRNA,76.000000 ,344.000000 ,290.000000 ,90.000000 ,0.000000 ,142.000000 ,0.000000 ,0.000000 ,131.000000 ,0.000000 ,0.000000 ,764.000000 ,0.000000 ,0.000000 ,0.000000 ,968.000000 ,292.000000 ,1560.000000 ,0.000000 ,0.000000 ,0.000000 ,458.000000 ,0.000000 ,0.000000 ,539.000000 ,1971.000000 ,15.000000 ,542.000000 ,645.000000 ,205.000000 ,248.000000 ,0.000000 ,0.000000 ,0.000000 
X79888_at,AUH mRNA,50.348307 ,0.000000 ,115.213785 ,0.000000 ,80.737067 ,49.525674 ,109.511596 ,0.000000 ,47.300712 ,0.000000 ,107.358101 ,430.999996 ,37.970930 ,312.467289 ,132.996051 ,149.374082 ,233.907008 ,63.999998 ,443.249168 ,177.999947 ,13.537109 ,280.048022 ,88.811008 ,331.651096 ,152.373712 ,153.000000 ,97.746739 ,379.764216 ,98.108931 ,0.000000 ,341.746275 ,610.000000 ,578.592162 ,602.165150 
X79981_at,"CDH5 Cadherin 5, VE-cadherin (vascular epithelium)",269.221562 ,726.874465 ,229.893206 ,110.521122 ,463.169630 ,150.464437 ,232.117991 ,380.540816 ,355.294101 ,307.224256 ,1138.996460 ,916.999991 ,841.929141 ,1286.573829 ,1715.427446 ,906.285300 ,1097.085460 ,480.999996 ,1213.918574 ,751.999870 ,774.432797 ,341.804015 ,485.788302 ,574.024139 ,678.722837 ,996.000000 ,495.819743 ,417.174928 ,414.077880 ,446.000000 ,870.940823 ,2154.000000 ,1208.253948 ,1967.902330 
X79984_at,AA1 mRNA,56.829223 ,161.704871 ,29.406327 ,79.111065 ,76.306054 ,40.228685 ,0.000000 ,260.373860 ,63.668576 ,167.035491 ,189.468604 ,217.999999 ,408.993833 ,144.945138 ,367.816952 ,140.623405 ,55.222357 ,182.000000 ,217.506231 ,266.999989 ,84.506580 ,81.979389 ,70.322602 ,184.955918 ,140.624188 ,129.000000 ,88.764062 ,37.404211 ,67.962373 ,150.000000 ,0.000000 ,1688.000000 ,340.487460 ,730.337858 
X80026_at,B-cam mRNA,230.822510 ,122.353824 ,137.833228 ,39.158170 ,415.874651 ,213.806026 ,84.016811 ,187.356434 ,47.959039 ,219.911803 ,320.725977 ,862.999999 ,875.992812 ,401.626667 ,427.290254 ,157.740923 ,360.762741 ,289.000000 ,850.935300 ,948.999987 ,0.000000 ,80.314099 ,362.052225 ,0.000000 ,101.900124 ,117.000000 ,165.228612 ,92.974687 ,0.000000 ,421.000000 ,784.997872 ,1607.000000 ,620.086075 ,132.062823 
X80062_at,SA mRNA,0.000000 ,0.000000 ,118.381007 ,96.933400 ,79.732621 ,0.000000 ,166.068855 ,241.195154 ,80.484037 ,0.470880 ,0.000000 ,0.000000 ,90.996110 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,67.464226 ,0.000000 ,0.000000 ,0.000000 ,74.000000 ,38.959114 ,32.362852 ,33.345575 ,0.000000 ,0.000000 ,1471.000000 ,829.847033 ,208.951697 
X80198_at,MLN64 mRNA,779.000000 ,89.000000 ,0.000000 ,345.000000 ,0.000000 ,325.000000 ,607.000000 ,0.000000 ,199.000000 ,414.000000 ,347.000000 ,447.000000 ,0.000000 ,1074.000000 ,604.000000 ,451.000000 ,612.000000 ,846.000000 ,672.000000 ,1019.000000 ,376.000000 ,599.000000 ,766.000000 ,549.000000 ,0.000000 ,1049.000000 ,512.000000 ,353.000000 ,306.000000 ,1489.000000 ,2695.000000 ,811.000000 ,0.000000 ,0.000000 
X80199_at,MLN51 mRNA,2294.244696 ,0.000000 ,1255.838582 ,17.647710 ,794.070452 ,518.432992 ,1127.335104 ,5937.759491 ,1062.314526 ,1308.485885 ,4578.513048 ,10646.999904 ,7195.265963 ,7336.993807 ,4584.141506 ,2228.914231 ,3567.394299 ,2505.999956 ,6070.015335 ,7674.998651 ,2669.033100 ,5396.451484 ,3688.206797 ,3212.681797 ,3411.174184 ,2831.000000 ,3136.846251 ,4710.039302 ,2098.497648 ,4061.000000 ,3860.277245 ,7323.000000 ,5475.662098 ,8482.165456 
X80200_at,MLN62 mRNA,1308.885550 ,546.277400 ,135.120246 ,344.389593 ,656.239832 ,688.340947 ,613.658580 ,540.333037 ,393.529498 ,1119.568862 ,3748.222994 ,4904.999946 ,3681.589628 ,3494.515385 ,4746.194587 ,6940.982012 ,6387.170893 ,1598.999975 ,5130.268438 ,3801.999246 ,1444.749983 ,3114.461678 ,2180.132883 ,4687.441636 ,2958.826043 ,1698.000000 ,2172.675149 ,1778.271794 ,1678.954520 ,1173.000000 ,2268.237486 ,2403.000000 ,2223.310903 ,4300.398211 
X80230_at,mRNA (clone C-2k) mRNA for serine/threonine protein kinase,291.264920 ,0.000000 ,149.205214 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,1314.676486 ,0.000000 ,0.000000 ,543.976534 ,1026.999991 ,1033.933228 ,1104.865933 ,738.537129 ,1183.825560 ,461.926446 ,446.999996 ,1258.210922 ,788.999877 ,383.387701 ,569.468825 ,299.876783 ,773.041717 ,603.623069 ,347.000000 ,556.964481 ,407.895384 ,349.765606 ,912.000000 ,145.865261 ,1020.000000 ,136.872673 ,83.003977 
X80343_at,"CDK5 Cyclin-dependent kinase 5, regulatory subunit",0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,1162.413413 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,311.149544 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,1000.999923 ,357.394953 ,19.564134 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 
X80497_at,"PHOSPHORYLASE B KINASE ALPHA REGULATORY CHAIN, LIVER ISOFORM",496.366936 ,151.512369 ,290.570735 ,235.943356 ,774.553859 ,0.597467 ,166.554769 ,401.880441 ,334.156921 ,447.686359 ,259.708277 ,310.999994 ,470.955324 ,273.718220 ,905.941310 ,841.585471 ,393.878148 ,272.999997 ,381.225070 ,417.999918 ,273.983384 ,545.873817 ,461.383260 ,436.948011 ,432.300668 ,493.000000 ,320.558158 ,271.195541 ,472.483203 ,561.000000 ,158.946991 ,1245.000000 ,631.868004 ,1156.959078 
X80507_at,65 KD YES-ASSOCIATED PROTEIN,96.982850 ,209.408084 ,59.314431 ,46.501723 ,206.787860 ,74.007265 ,0.000000 ,290.075673 ,49.835865 ,118.582966 ,2.329439 ,212.999998 ,754.984382 ,43.211442 ,241.938992 ,0.000000 ,406.965671 ,280.999999 ,181.957209 ,219.999971 ,62.425612 ,546.817878 ,120.557135 ,429.290921 ,403.918340 ,229.000000 ,242.805047 ,390.426214 ,122.372229 ,376.000000 ,418.153407 ,522.000000 ,350.247267 ,379.790656 
X80590_at,PHKG1 mRNA,333.873230 ,250.677935 ,236.507214 ,95.133247 ,134.765007 ,53.548774 ,0.000000 ,472.048252 ,146.290403 ,184.161318 ,490.341093 ,2113.999992 ,3796.939883 ,311.507382 ,525.971996 ,686.102185 ,840.923835 ,347.999996 ,1697.455766 ,1070.999890 ,460.711280 ,611.807516 ,60.161558 ,379.326623 ,460.345062 ,261.000000 ,206.456423 ,329.696532 ,163.885322 ,270.000000 ,262.792527 ,217.000000 ,1284.533334 ,1943.797615 
X80692_at,ERK3 protein kinase mRNA,926.396310 ,0.000000 ,117.003900 ,0.000000 ,52.497881 ,0.000000 ,888.774229 ,3582.503020 ,169.508387 ,0.000000 ,806.756292 ,1031.999944 ,2088.575886 ,1223.827913 ,1171.101925 ,644.631985 ,2268.981579 ,2594.999975 ,1631.113839 ,1206.999221 ,764.367902 ,1190.502705 ,516.025635 ,2193.658627 ,1699.075591 ,886.000000 ,1765.464633 ,1385.487698 ,1316.642415 ,416.000000 ,1746.700223 ,3866.000000 ,3569.973172 ,6739.694523 
X80695_at,RPL27 Ribosomal protein L27,668.090109 ,67.546572 ,109.213134 ,363.192738 ,439.729969 ,436.873127 ,0.000000 ,461.222473 ,716.318542 ,387.928370 ,139.782465 ,1386.999974 ,1476.798428 ,666.509023 ,437.962430 ,920.157226 ,1092.213032 ,2401.999988 ,1197.697180 ,586.999630 ,2503.023708 ,2483.586753 ,3226.065084 ,3518.504526 ,3288.977069 ,546.000000 ,2620.233702 ,1445.156923 ,1969.085267 ,476.000000 ,1229.697277 ,241.000000 ,0.000000 ,2139.673053 
X80754_at,GTP-binding protein,618.350386 ,1501.446745 ,3090.808663 ,548.094866 ,2053.318807 ,1201.140017 ,446.012812 ,484.908486 ,835.715340 ,1340.933260 ,2666.425712 ,4817.999979 ,3811.836868 ,2391.512986 ,2643.802685 ,1636.068683 ,1674.526361 ,1804.999990 ,2656.872796 ,3176.999700 ,1496.430246 ,1261.647627 ,1465.919074 ,1699.478591 ,1604.251942 ,797.000000 ,975.403631 ,1222.336735 ,861.552901 ,1920.000000 ,3176.456703 ,5530.000000 ,3475.117323 ,5309.033354 
X80822_at,60S RIBOSOMAL PROTEIN L18A,9952.926026 ,21509.336963 ,20644.407271 ,15758.364806 ,22751.051548 ,10235.542431 ,10961.548259 ,0.000000 ,22798.616760 ,8865.358385 ,21828.168270 ,12247.999796 ,12099.444169 ,16697.614436 ,12836.989433 ,15483.943771 ,19017.263774 ,21547.999907 ,9536.937884 ,26418.997140 ,12676.748759 ,13643.691172 ,12734.167093 ,14054.047452 ,12959.082205 ,26253.000000 ,15426.646307 ,18813.141500 ,18541.230248 ,12329.000000 ,25636.666740 ,11905.000000 ,10043.816182 ,10901.679246 
X80907_at,P85 beta subunit of phosphatidyl-inositol-3-kinase,262.084539 ,1002.192760 ,328.629634 ,400.492715 ,806.563554 ,1207.153543 ,86.540884 ,0.000000 ,478.280902 ,636.959592 ,3201.776310 ,3987.999970 ,3171.768558 ,2518.378367 ,1594.546142 ,2278.057563 ,1954.760219 ,1551.999986 ,4759.716507 ,4384.999575 ,1450.201479 ,739.113938 ,363.881547 ,1312.761286 ,926.783930 ,352.000000 ,1781.561252 ,842.584876 ,451.059782 ,345.000000 ,779.331116 ,3569.000000 ,3183.371387 ,3684.622886 
X80909_at,Alpha NAC mRNA,8107.153346 ,5569.518426 ,6747.891111 ,9459.088835 ,6969.651154 ,9239.871717 ,8214.294039 ,762.143425 ,11668.123436 ,11281.259255 ,10988.712013 ,5511.999921 ,5717.401352 ,3485.264335 ,6461.019929 ,3057.668110 ,6205.372752 ,4810.999964 ,6696.434963 ,9201.998900 ,10796.398365 ,16075.717199 ,16274.751066 ,14244.509452 ,12905.237721 ,7250.000000 ,15449.885800 ,10467.025451 ,10237.276996 ,13553.000000 ,6773.737814 ,10683.000000 ,10805.260337 ,11800.654980 
X80910_at,"PPP1CB Protein phosphatase 1, catalytic subunit, beta isoform",38.128663 ,0.000000 ,113.284690 ,0.000000 ,0.000000 ,315.097926 ,0.000000 ,394.059912 ,169.766392 ,304.106432 ,571.342261 ,1069.999978 ,855.832720 ,690.024021 ,698.661757 ,433.416749 ,770.658109 ,695.999990 ,1288.487256 ,567.999693 ,541.372338 ,529.943351 ,509.755232 ,824.431132 ,647.308757 ,486.000000 ,826.227129 ,482.590799 ,379.854990 ,0.000000 ,313.296419 ,1045.000000 ,686.356142 ,998.915391 
X80915_rna1_at,Gdf5 gene,267.492046 ,576.457863 ,148.777544 ,34.534388 ,41.611740 ,238.805518 ,140.501916 ,372.396165 ,299.385187 ,152.379143 ,912.882894 ,1698.999994 ,1187.953669 ,758.337865 ,545.087356 ,0.000000 ,613.132957 ,519.999997 ,731.678064 ,1277.999915 ,337.168189 ,612.795160 ,95.323553 ,1069.131340 ,585.126717 ,277.000000 ,639.690014 ,429.499138 ,367.204826 ,315.000000 ,529.501123 ,1366.000000 ,1098.974553 ,1527.513156 
X80923_at,Nov gene,150.860465 ,375.077207 ,163.155014 ,135.305788 ,291.750363 ,164.930262 ,272.351432 ,158.636681 ,232.669104 ,492.109087 ,880.985248 ,392.999997 ,875.978910 ,468.417366 ,648.114769 ,0.000000 ,433.501152 ,209.999999 ,1019.533673 ,821.999961 ,4.115116 ,159.250510 ,295.745211 ,226.589999 ,34.035813 ,273.000000 ,251.933896 ,81.123048 ,127.451573 ,35.000000 ,190.835438 ,1511.000000 ,1062.370727 ,1646.315887 
X81003_at,HCG V mRNA,645.205259 ,0.000000 ,320.782636 ,58.113649 ,148.194519 ,288.112955 ,239.133570 ,498.475785 ,401.909867 ,262.594059 ,1311.101399 ,1681.999976 ,1187.820867 ,1418.479493 ,1839.544085 ,1690.551453 ,1222.319606 ,1241.999989 ,1878.240665 ,1747.999671 ,1697.204464 ,1749.215919 ,1298.999623 ,1758.580546 ,1507.898646 ,732.000000 ,1235.007803 ,1527.601812 ,884.860718 ,451.000000 ,334.118631 ,852.000000 ,1370.463703 ,942.720830 
X81198_at,COATOMER DELTA SUBUNIT,584.546614 ,621.120034 ,93.997701 ,240.961330 ,326.459307 ,359.367784 ,338.026952 ,690.626940 ,367.766954 ,0.000000 ,880.710594 ,2014.999980 ,1419.844062 ,1345.906998 ,1728.515713 ,972.339491 ,1340.766484 ,1203.999991 ,1924.947286 ,882.999713 ,836.670829 ,2013.337673 ,1143.874765 ,2122.029515 ,2110.356330 ,1542.000000 ,1225.178356 ,731.364725 ,826.763294 ,441.000000 ,715.483606 ,2049.000000 ,2239.046213 ,2403.972244 
X81333_at,PPH beta subunit protein,31.006547 ,50.500160 ,0.000000 ,0.000000 ,151.633861 ,7.979653 ,0.000000 ,150.233091 ,74.477868 ,0.000000 ,215.751599 ,321.999997 ,297.977602 ,15.163844 ,260.439663 ,121.681967 ,245.912029 ,90.999999 ,306.520098 ,318.999959 ,64.889522 ,97.397761 ,82.116878 ,161.944367 ,86.107729 ,16.000000 ,149.247572 ,38.572496 ,67.231498 ,0.000000 ,57.739560 ,56.000000 ,347.292700 ,610.963356 
X81372_at,Biphenyl hydrolase-related protein,0.000000 ,281.483476 ,183.501202 ,316.799284 ,130.684104 ,373.644438 ,112.890138 ,399.088921 ,142.826184 ,22.643251 ,0.000000 ,97.999996 ,167.965871 ,131.016943 ,63.385101 ,326.042234 ,60.628598 ,0.000000 ,12.461740 ,78.999937 ,108.929701 ,331.750046 ,324.513490 ,152.154136 ,42.784377 ,445.000000 ,106.092405 ,282.634975 ,296.257799 ,992.000000 ,43.038144 ,916.000000 ,226.688000 ,331.801749 
X81420_at,MLN137 mRNA,0.000000 ,0.000000 ,215.809234 ,0.000000 ,0.000000 ,268.040356 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,437.989093 ,353.530790 ,0.000000 ,22.879251 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,4.164843 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 
X81438_at,AMPH Amphiphysin (128kD autoantigen),85.029220 ,75.254792 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,1175.781456 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,173.050481 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,153.589255 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,1765.719720 ,0.000000 ,1349.704305 ,942.610316 
X81479_at,"EMR1 Egf-like module containing, mucin-like, hormone receptor-like sequence 1",0.783254 ,0.686345 ,0.742425 ,0.715047 ,0.824727 ,0.609095 ,0.641957 ,0.133697 ,0.876764 ,0.630647 ,0.874379 ,1.000000 ,0.999926 ,0.760780 ,0.962032 ,0.864297 ,0.966868 ,1.000000 ,0.886756 ,1.000000 ,0.874832 ,0.952041 ,0.908422 ,0.963689 ,0.947804 ,1.000000 ,0.961401 ,0.969037 ,0.987623 ,1.000000 ,0.713406 ,1.000000 ,0.826891 ,0.980174 
X81636_at,Clathrin light chain a gene,0.000000 ,39.554666 ,60.395278 ,52.079270 ,42.369519 ,0.000000 ,56.557217 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,528.999998 ,37.988403 ,103.288858 ,110.014600 ,138.607462 ,18.776922 ,0.000000 ,117.147926 ,351.999979 ,86.268184 ,293.439646 ,46.563429 ,152.275912 ,130.771728 ,0.000000 ,23.915145 ,48.118881 ,67.048847 ,0.000000 ,0.000000 ,0.000000 ,459.710634 ,0.000000 
X81788_at,DS-1 mRNA,526.908962 ,137.969616 ,93.503305 ,121.502302 ,4.573128 ,98.929789 ,194.133935 ,0.000000 ,95.482339 ,0.000000 ,303.523887 ,283.999996 ,42.970441 ,180.878702 ,291.743915 ,185.472918 ,319.686985 ,114.999998 ,252.497146 ,187.999946 ,190.705903 ,386.729541 ,250.202865 ,353.409968 ,290.027095 ,419.000000 ,387.490414 ,188.558598 ,339.026738 ,125.000000 ,381.843087 ,176.000000 ,372.442593 ,1.033488 
X81817_at,6C6-Ag mRNA,2378.952368 ,84.597958 ,822.663157 ,127.920046 ,0.000000 ,448.275981 ,3595.993054 ,1216.161034 ,786.542751 ,52.856731 ,2794.288353 ,3976.999967 ,3869.745434 ,3127.181736 ,7255.611157 ,4067.400493 ,7057.345317 ,5978.999985 ,5229.119180 ,2184.999532 ,4445.855916 ,5388.038469 ,4155.094788 ,7008.347361 ,6041.376622 ,3135.000000 ,4569.427951 ,3308.851845 ,2986.169150 ,3239.000000 ,3591.242737 ,2644.000000 ,2173.955947 ,2568.390606 
X81882_at,For vasopressin activated calcium mobilizing receptor-like protein,26.467481 ,66.109399 ,57.890354 ,55.138863 ,159.179761 ,73.881306 ,61.784634 ,204.012679 ,59.111414 ,0.000000 ,22.610321 ,173.999998 ,186.984546 ,67.746324 ,53.023887 ,149.492413 ,92.039753 ,0.000000 ,176.210416 ,215.999972 ,53.705482 ,244.925111 ,105.761898 ,216.372110 ,172.035047 ,241.000000 ,110.891353 ,50.495446 ,69.399903 ,170.000000 ,96.794215 ,377.000000 ,0.000000 ,0.000000 
X81889_at,P0071 protein,182.917189 ,5.592195 ,143.557235 ,81.904633 ,185.597962 ,201.070760 ,0.000000 ,301.007618 ,37.546972 ,22.817940 ,451.357503 ,862.999995 ,533.963317 ,553.710342 ,964.066702 ,1264.330118 ,460.478115 ,100.999998 ,767.529479 ,628.999933 ,295.583390 ,178.084734 ,134.333559 ,638.893296 ,308.971943 ,309.000000 ,301.752099 ,147.559816 ,227.828020 ,315.000000 ,403.086526 ,241.000000 ,1214.676995 ,1412.113300 
X81892_at,HE6 Tm7 receptor,97.990398 ,0.491000 ,83.409490 ,11.008271 ,130.627732 ,0.000000 ,158.597956 ,51.021192 ,44.191643 ,55.606065 ,30.982439 ,97.999999 ,133.993548 ,0.000000 ,114.670012 ,297.098223 ,102.094131 ,76.000000 ,141.067966 ,0.000000 ,0.000000 ,68.793784 ,27.968188 ,30.815393 ,28.422186 ,107.000000 ,78.614680 ,158.284381 ,4.914472 ,130.000000 ,228.864382 ,329.000000 ,407.817512 ,208.261127 
X81895_at,"GENX-5624 mRNA, 3' UTR",0.000000 ,0.000000 ,0.000000 ,0.000000 ,34.379305 ,0.000000 ,0.000000 ,309.195192 ,0.000000 ,0.000000 ,199.787371 ,370.999999 ,360.990506 ,216.126406 ,32.099835 ,87.486223 ,253.723938 ,0.000000 ,695.384752 ,393.999983 ,0.000000 ,0.000000 ,0.000000 ,0.313768 ,20.263627 ,59.000000 ,19.018412 ,26.003895 ,25.402618 ,0.000000 ,0.000000 ,80.000000 ,50.658571 ,29.441203 
X82018_at,ZID protein,30.296688 ,0.000000 ,0.000000 ,0.000000 ,40.189699 ,0.000000 ,7.591074 ,214.348852 ,0.000000 ,0.000000 ,82.033860 ,0.000000 ,0.000000 ,142.935696 ,0.000000 ,0.000000 ,10.096466 ,0.000000 ,0.000000 ,0.000000 ,36.141918 ,34.559712 ,0.000000 ,137.338340 ,35.549022 ,0.000000 ,11.792428 ,0.000000 ,23.047525 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 
X82068_at,GLUTAMATE RECEPTOR 3 PRECURSOR,0.000000 ,0.000000 ,30.901077 ,41.638832 ,0.000000 ,24.144470 ,0.000000 ,0.000000 ,6.814799 ,0.000000 ,137.443455 ,0.000000 ,0.000000 ,564.758613 ,0.000000 ,21.873942 ,0.000000 ,0.000000 ,383.370303 ,0.000000 ,0.000000 ,213.533823 ,0.000000 ,0.000000 ,71.874225 ,2.000000 ,0.000000 ,0.000000 ,48.073152 ,35.000000 ,0.000000 ,0.000000 ,114.050569 ,0.000000 
X82103_at,Beta-COP,357.199316 ,0.000000 ,536.278127 ,92.050543 ,117.253792 ,306.415790 ,0.000000 ,245.994291 ,237.918227 ,286.380021 ,258.716448 ,1168.999983 ,769.870417 ,841.611322 ,1137.118448 ,12003.957297 ,1151.636725 ,758.999992 ,1243.518849 ,375.999762 ,957.514392 ,3040.519731 ,748.684076 ,1563.038378 ,1891.056333 ,1408.000000 ,1175.007119 ,1084.457812 ,783.197588 ,977.000000 ,0.000000 ,353.000000 ,836.065460 ,963.075400 
X82125_at,HOK-2 mRNA for zinc finger protein,0.000000 ,0.000000 ,32.292694 ,64.651117 ,0.000000 ,95.339415 ,0.000000 ,9.923531 ,30.601381 ,0.000000 ,60.761368 ,0.000000 ,0.000000 ,145.756692 ,0.000000 ,35.210989 ,208.332113 ,0.000000 ,269.120067 ,205.999952 ,105.920892 ,288.110848 ,109.749995 ,170.212901 ,178.618778 ,186.000000 ,386.406979 ,90.096018 ,191.641299 ,50.000000 ,56.073364 ,0.000000 ,137.038005 ,0.000000 
